time,state,ATR,5_min_high,5_min_low,5_min_range,relative_vol,OR-ATR,5_min_polarity,entry_price,TP,SL,PnL,cum_PnL
2021-10-19 16:30:00,LONG_FULL_SL_HIT,257.30714285714294,15352.7,15321.85,30.850000000000364,0.9421915444348576,0.1198956222413471,Bearish,15358.3,15384.030714285713,15345.434642857144,-99.9999999999968,100.0
2021-10-20 16:30:00,SHORT_FULL_SL_HIT,253.0392857142858,15445.8,15425.65,20.14999999999964,0.921326076199901,0.079631903572284,Bearish,15422.45,15397.146071428571,15435.101964285715,-100.00000000000333,-0.0
2021-10-21 16:30:00,LONG_FULL_TP_HIT,247.01428571428576,15380.85,15349.6,31.25,0.9659669606260092,0.1265109016251228,Bullish,15383.35,15432.752857142856,15383.35,299.99999999999966,300.0
2021-10-22 16:30:00,LONG_FULL_SL_HIT,240.02500000000003,15451.25,15418.85,32.39999999999964,0.9337983434016318,0.1349859389646896,Bullish,15457.35,15481.3525,15445.34875,-99.99999999999451,200.0
2021-10-25 16:30:00,SHORT_FULL_TP_HIT,220.1607142857144,15446.3,15407.45,38.84999999999855,0.9333333333333332,0.1764620001622124,Bullish,15397.8,15353.767857142857,15397.8,300.00000000000904,500.0
2021-10-26 16:30:00,LONG_TRAIL_SL_HIT,213.46428571428584,15646.6,15594.7,51.89999999999964,0.97789566755084,0.2431320060230866,Bullish,15649.7,15692.39285714286,15649.7,100.00000000000188,600.0
2021-10-27 16:30:00,SHORT_FULL_SL_HIT,202.7571428571429,15616.3,15581.55,34.75,1.0589504410178312,0.1713873036003663,Bullish,15580.05,15559.774285714286,15590.187857142855,-100.0000000000053,500.0
2021-10-28 16:30:00,SHORT_FULL_SL_HIT,200.48571428571424,15702.4,15669.9,32.5,1.0440888101714212,0.162106313239276,Bearish,15668.65,15648.601428571428,15678.674285714284,-100.00000000000011,400.0
2021-10-29 16:30:00,LONG_TRAIL_SL_HIT,199.29999999999995,15669.15,15633.45,35.69999999999891,0.9996198682209834,0.1791269443050623,Bullish,15680.65,15720.51,15680.65,100.00000000000148,500.0
2021-11-01 16:30:00,SHORT_TRAIL_SL_HIT,202.48214285714272,15883.8,15846.45,37.34999999999855,1.2314814814814816,0.184460710821053,Bearish,15843.05,15802.553571428572,15843.05,99.99999999999572,600.0
2021-11-02 16:30:00,LONG_FULL_TP_HIT,198.76785714285705,15902.95,15879.2,23.75,1.1850134703339388,0.1194861198454766,Bullish,15903.95,15943.703571428574,15903.95,300.0000000000134,900.0
2021-11-03 16:30:00,SHORT_FULL_SL_HIT,193.5464285714284,16013.15,15968.15,45.0,1.159064109725067,0.2325023527023787,Bearish,15966.65,15947.295357142855,15976.327321428573,-99.9999999999988,800.0
2021-11-04 16:30:00,LONG_FULL_SL_HIT,186.98928571428547,16196.3,16171.95,24.349999999998545,1.191890733141422,0.1302213648604695,Bearish,16198.9,16217.598928571428,16189.550535714285,-100.000000000007,700.0
2021-11-05 16:30:00,LONG_FULL_SL_HIT,195.910714285714,16439.4,16403.0,36.400000000001455,1.2199903776762089,0.1857989244371602,Bullish,16444.75,16464.34107142857,16434.954464285714,-99.999999999998,600.0
2021-11-08 16:30:00,LONG_FULL_SL_HIT,188.860714285714,16385.5,16344.85,40.64999999999964,1.145356741739079,0.2152379871787582,Bullish,16395.25,16414.136071428573,16385.806964285715,-99.99999999998867,500.0
2021-11-09 16:30:00,SHORT_FULL_SL_HIT,186.4999999999996,16402.45,16373.6,28.850000000000364,1.079551397524551,0.1546916890080451,Bearish,16371.1,16352.45,16380.425,-100.000000000008,400.0
2021-11-10 16:30:00,LONG_FULL_SL_HIT,193.9428571428568,16117.8,16051.55,66.25,0.8092948717948718,0.3415954625810259,Bearish,16128.05,16147.444285714286,16118.352857142856,-100.00000000000436,300.0
2021-11-11 16:30:00,SHORT_FULL_SL_HIT,205.57499999999968,16120.0,16085.0,35.0,0.7366300155431467,0.1702541651465404,Bearish,16081.0,16060.4425,16091.27875,-99.9999999999952,200.0
2021-11-12 16:30:00,SHORT_TRAIL_SL_HIT,201.91428571428528,16086.15,16058.15,28.0,0.6872313233414662,0.1386727041177305,Bearish,16053.65,16013.267142857145,16053.65,99.99999999999902,300.0
2021-11-15 16:30:00,LONG_FULL_SL_HIT,199.1464285714281,16254.8,16220.8,34.0,0.7512797881729921,0.1707286454690558,Bearish,16256.95,16276.864642857145,16246.992678571429,-100.00000000000556,200.0
2021-11-16 16:30:00,LONG_TRAIL_SL_HIT,198.83571428571395,16209.55,16156.65,52.89999999999964,0.7507886435331229,0.2660487839925265,Bullish,16237.55,16277.31714285714,16237.55,99.99999999999586,300.0
2021-11-17 16:30:00,SHORT_FULL_SL_HIT,196.73928571428547,16325.5,16296.35,29.14999999999964,0.7716535433070867,0.1481656289142612,Bearish,16279.0,16259.326071428572,16288.836964285714,-99.99999999999928,200.0
2021-11-18 16:30:00,LONG_TRAIL_SL_HIT,192.37142857142825,16405.1,16357.35,47.74999999999818,0.7982267101779447,0.2482177335511568,Bearish,16404.6,16443.074285714283,16404.6,99.99999999999734,300.0
2021-11-19 16:30:00,LONG_FULL_TP_HIT,187.7249999999996,16564.9,16522.65,42.25,0.8309226932668329,0.2250632574244245,Bearish,16570.65,16608.195,16570.65,299.99999999998664,600.0
2021-11-22 16:30:00,LONG_FULL_TP_HIT,187.3035714285709,16690.55,16648.05,42.5,0.8504966356936879,0.2269043760129666,Bullish,16699.7,16737.160714285714,16699.7,299.99999999999085,900.0
2021-11-23 16:30:00,LONG_FULL_SL_HIT,206.79285714285663,16358.55,16299.3,59.25,0.9144849361926062,0.2865186003937695,Bearish,16363.3,16383.979285714286,16352.960357142856,-100.00000000000344,800.0
2021-11-24 16:30:00,SHORT_FULL_SL_HIT,213.22857142857097,16219.1,16149.1,70.0,0.9260480452190296,0.3282862119790976,Bearish,16146.85,16125.527142857143,16157.511428571428,-99.9999999999918,700.0
2021-11-25 16:30:00,LONG_TRAIL_SL_HIT,214.51428571428525,16402.6,16392.35,10.25,0.2508648125086481,0.0477823654768248,Bearish,16405.1,16448.002857142856,16405.1,100.00000000000011,800.0
2021-11-26 16:30:00,LONG_FULL_SL_HIT,209.2571428571424,16308.1,16246.35,61.75,1.0512665862484922,0.2950914800655386,Bullish,16309.85,16330.775714285715,16299.387142857144,-99.99999999999494,700.0
2021-11-29 16:30:00,LONG_FULL_SL_HIT,230.26071428571373,16294.25,16232.35,61.89999999999964,1.0916433675054364,0.2688257099871254,Bearish,16295.85,16318.87607142857,16284.336964285714,-100.00000000000412,600.0
2021-11-30 16:30:00,LONG_FULL_SL_HIT,242.389285714285,16384.65,16339.4,45.25000000000182,1.1063490799012188,0.1866831690462589,Bullish,16386.65,16410.88892857143,16374.530535714288,-99.9999999999942,500.0
2021-12-01 16:30:00,LONG_FULL_SL_HIT,245.40714285714225,16366.25,16296.15,70.10000000000036,1.0487435181491822,0.2856477573711347,Bearish,16367.5,16392.040714285715,16355.229642857144,-100.00000000000227,400.0
2021-12-02 16:30:00,LONG_FULL_SL_HIT,278.43928571428506,15883.2,15801.45,81.75,1.149203821656051,0.2936008106409457,Bullish,15926.95,15954.79392857143,15913.028035714286,-100.00000000000642,300.0
2021-12-03 16:30:00,SHORT_FULL_SL_HIT,284.99285714285645,16101.45,16024.7,76.75,1.0852032010042365,0.2693049951126601,Bullish,16005.7,15977.200714285716,16019.949642857144,-100.00000000000156,200.0
2021-12-06 16:30:00,SHORT_TRAIL_SL_HIT,312.9035714285708,15772.45,15637.7,134.75,1.137732023085322,0.4306438542225477,Bearish,15613.45,15550.869285714283,15613.45,100.0000000000024,300.0
2021-12-07 16:30:00,LONG_FULL_SL_HIT,324.2142857142849,16172.95,16136.95,36.0,1.0324770500655711,0.1110376734963651,Bullish,16185.2,16217.621428571429,16168.989285714286,-100.00000000000377,200.0
2021-12-08 16:30:00,LONG_FULL_SL_HIT,354.4749999999992,16345.25,16267.25,78.0,1.0212929510338995,0.2200437266379862,Bearish,16345.25,16380.6975,16327.52625,-99.99999999999568,100.0
2021-12-09 16:30:00,LONG_FULL_SL_HIT,353.1821428571423,16404.45,16350.35,54.10000000000037,1.0087476979742174,0.1531787523637148,Bullish,16407.6,16442.918214285713,16389.940892857143,-99.99999999999169,-0.0
2021-12-10 16:30:00,SHORT_TRAIL_SL_HIT,364.3571428571423,16333.65,16272.4,61.25,1.0119056763192258,0.1681042932758285,Bullish,16265.75,16192.878571428571,16265.75,99.99999999999773,100.0
2021-12-13 16:30:00,SHORT_FULL_SL_HIT,350.0499999999996,16356.7,16300.35,56.35000000000037,1.0727021211189671,0.1609770032852462,Bearish,16301.3,16266.295,16318.8025,-100.00000000000304,-0.0
2021-12-14 16:30:00,LONG_TRAIL_SL_HIT,353.6392857142852,15949.0,15874.0,75.0,1.114320835894284,0.2120805098011495,Bullish,15961.0,16031.727857142858,15961.0,100.0000000000011,100.0
2021-12-15 16:30:00,SHORT_TRAIL_SL_HIT,362.9607142857138,15943.7,15884.7,59.0,1.042313872522764,0.1625520274724736,Bearish,15876.35,15803.757857142858,15876.35,99.9999999999988,200.0
2021-12-16 16:30:00,SHORT_TRAIL_SL_HIT,396.9642857142853,16348.5,16299.25,49.25,1.0076180802437786,0.1240665766981557,Bearish,16283.65,16204.25714285714,16283.65,100.00000000000206,300.0
2021-12-17 16:30:00,SHORT_FULL_SL_HIT,414.735714285714,15805.8,15706.55,99.25,1.0627766891646708,0.2393090264023562,Bullish,15702.55,15661.076428571429,15723.286785714285,-99.99999999999837,200.0
2021-12-20 16:30:00,LONG_FULL_SL_HIT,407.86785714285696,15622.1,15560.6,61.5,1.0808190434845526,0.1507841300140977,Bullish,15625.1,15665.886785714289,15604.706607142858,-99.9999999999974,100.0
2021-12-21 16:30:00,SHORT_FULL_SL_HIT,405.510714285714,15813.35,15766.95,46.39999999999964,0.9953943580886586,0.1144236104383353,Bearish,15766.45,15725.898928571429,15786.725535714286,-99.99999999999687,-0.0
2021-12-22 16:30:00,LONG_FULL_SL_HIT,389.9392857142854,15984.75,15949.0,35.75,1.0089637863033345,0.0916809393403735,Bearish,15985.25,16024.243928571428,15965.753035714286,-99.99999999999892,-100.0
2021-12-23 16:30:00,LONG_FULL_SL_HIT,389.7592857142854,16232.55,16191.5,41.04999999999927,0.9585458725483152,0.1053214163320566,Bullish,16236.4,16275.375928571428,16216.912035714286,-99.99999999999882,-200.0
2021-12-27 16:30:00,LONG_FULL_SL_HIT,363.05428571428536,16430.15,16359.9,70.25000000000182,0.9448285796600404,0.1934972337863732,Bullish,16444.15,16480.45542857143,16425.997285714286,-100.00000000000828,-300.0
2021-12-28 16:30:00,SHORT_FULL_SL_HIT,359.0149999999997,16623.15,16573.15,50.0,0.964220915886494,0.1392699469381503,Bearish,16556.9,16520.9985,16574.85075,-99.99999999999991,-400.0
2021-12-29 16:30:00,SHORT_FULL_SL_HIT,334.24357142857144,16559.75,16512.5,47.25,0.9718268951495788,0.1413639753729637,Bullish,16507.4,16473.975642857145,16524.11217857143,-100.00000000000752,-500.0
2021-12-30 16:30:00,SHORT_FULL_SL_HIT,333.8935714285713,16523.5,16477.1,46.400000000001455,0.9520284490891936,0.1389664371238954,Bullish,16465.1,16431.710642857142,16481.794678571427,-99.99999999999712,-600.0
2021-12-31 16:30:00,SHORT_FULL_SL_HIT,323.89,16473.65,16420.65,53.0,0.9531828409668288,0.1636358022785513,Bullish,16409.65,16377.261000000002,16425.844500000003,-100.0000000000088,-700.0
2022-01-03 16:30:00,LONG_FULL_SL_HIT,320.0542857142857,16462.45,16394.2,68.25,0.9635545230143748,0.2132450744962908,Bullish,16492.85,16524.855428571427,16476.847285714284,-100.0000000000002,-800.0
2022-01-04 16:30:00,SHORT_FULL_TP_HIT,310.49000000000007,16522.05,16480.3,41.75,0.9537340619307833,0.1344648780959128,Bearish,16466.9,16404.802000000003,16466.9,299.99999999999096,-500.0
2022-01-05 16:30:00,LONG_FULL_SL_HIT,312.4042857142857,16224.95,16125.85,99.10000000000036,1.085143863769818,0.3172171590841549,Bearish,16240.95,16272.19042857143,16225.329785714286,-100.00000000000206,-600.0
2022-01-06 16:30:00,LONG_FULL_SL_HIT,308.8007142857144,15807.35,15684.2,123.14999999999964,1.08061574378055,0.3988008910045995,Bullish,15843.45,15874.330071428572,15828.009964285717,-100.00000000000078,-700.0
2022-01-07 16:30:00,SHORT_FULL_SL_HIT,282.5400000000001,15787.5,15712.77,74.72999999999956,1.0571407826907715,0.2644935230409837,Bearish,15708.77,15680.516,15722.897,-100.00000000000286,-800.0
2022-01-10 16:30:00,SHORT_FULL_SL_HIT,285.20071428571435,15426.4,15323.15,103.25,1.0626861335076632,0.3620257412699326,Bearish,15307.75,15279.229928571429,15322.010035714286,-99.9999999999988,-900.0
2022-01-11 16:30:00,LONG_FULL_SL_HIT,296.93642857142873,15587.65,15520.4,67.25,1.0725354674427063,0.2264794532740291,Bearish,15600.0,15629.693642857144,15585.153178571429,-99.99999999999888,-1000.0
2022-01-12 16:30:00,SHORT_FULL_SL_HIT,295.5400000000004,16005.45,15940.45,65.0,0.993482983345402,0.2199363876294238,Bullish,15919.55,15889.996,15934.327,-100.00000000000014,-1100.0
2022-01-13 16:30:00,SHORT_FULL_SL_HIT,291.791428571429,15979.35,15946.25,33.100000000000364,0.9455204932898078,0.1134371909485259,Bearish,15936.1,15906.920857142855,15950.689571428573,-99.99999999999493,-1200.0
2022-01-14 16:30:00,LONG_FULL_SL_HIT,313.94642857142907,15471.5,15396.0,75.5,1.0568916660611785,0.2404868892554458,Bullish,15478.25,15509.644642857143,15462.552678571428,-100.00000000000182,-1300.0
2022-01-17 16:30:00,SHORT_FULL_SL_HIT,315.6107142857148,15624.1,15601.22,22.88000000000102,0.471547060944825,0.0724943703251097,Bullish,15593.2,15561.638928571429,15608.980535714289,-100.0000000000022,-1400.0
2022-01-18 16:30:00,SHORT_FULL_SL_HIT,310.264285714286,15384.4,15305.8,78.60000000000036,1.0806246730927296,0.2533324124594249,Bearish,15300.05,15269.02357142857,15315.563214285714,-100.00000000000216,-1500.0
2022-01-19 16:30:00,LONG_FULL_SL_HIT,328.4857142857146,15330.0,15270.1,59.89999999999964,1.0432392273402675,0.1823519178916226,Bearish,15340.85,15373.698571428573,15324.425714285717,-99.99999999999775,-1600.0
2022-01-20 16:30:00,LONG_FULL_SL_HIT,342.98428571428605,15235.85,15175.7,60.14999999999964,0.9936418749075854,0.1753724660438408,Bullish,15259.55,15293.848428571428,15242.400785714284,-100.0000000000044,-1700.0
2022-01-21 16:30:00,SHORT_FULL_SL_HIT,381.72571428571456,14832.65,14722.65,110.0,1.0901978151756715,0.2881650249992513,Bullish,14722.9,14684.727428571428,14741.986285714283,-99.99999999999945,-1800.0
2022-01-24 16:30:00,LONG_FULL_SL_HIT,398.4221428571431,14240.55,14157.3,83.25,1.1339436103991212,0.2089492300879719,Bearish,14256.82,14296.662214285714,14236.898892857143,-99.99999999999557,-1900.0
2022-01-25 16:30:00,LONG_FULL_SL_HIT,430.38500000000033,14279.1,14198.5,80.60000000000036,1.0814407637783885,0.1872741847415693,Bullish,14292.5,14335.5385,14270.98075,-99.999999999997,-2000.0
2022-01-26 16:30:00,SHORT_FULL_SL_HIT,435.2335714285717,14511.55,14422.95,88.59999999999854,1.0602688249747072,0.2035688554749714,Bearish,14411.2,14367.676642857145,14432.96167857143,-100.00000000000192,-2100.0
2022-01-27 16:30:00,SHORT_FULL_SL_HIT,464.7107142857146,14359.3,14290.2,69.09999999999854,1.066097772635233,0.1486946564298802,Bearish,14288.95,14242.478928571429,14312.185535714289,-100.0000000000012,-2200.0
2022-01-28 16:30:00,SHORT_TRAIL_SL_HIT,480.5485714285719,14113.45,13980.85,132.60000000000036,0.5654215735857236,0.2759346461187219,Bearish,13943.95,13847.840285714286,13943.95,99.9999999999999,-2100.0
2022-01-31 16:30:00,LONG_TRAIL_SL_HIT,487.1057142857145,14532.3,14429.05,103.25,0.5639835267690003,0.2119663082815697,Bullish,14538.55,14635.971142857145,14538.55,100.00000000000053,-2000.0
2022-02-01 16:30:00,SHORT_FULL_TP_HIT,501.2628571428573,14963.85,14880.1,83.75,0.5953271028037384,0.1670780086866314,Bearish,14878.1,14777.847428571427,14878.1,300.0000000000046,-1700.0
2022-02-02 16:30:00,LONG_FULL_SL_HIT,512.5878571428573,15184.8,15106.3,78.5,0.6026116395292601,0.1531444783681682,Bearish,15190.05,15241.308785714284,15164.420607142856,-100.00000000000092,-1800.0
2022-02-03 16:30:00,LONG_FULL_SL_HIT,506.58071428571424,14756.55,14691.55,65.0,0.3287534349238071,0.1283112407696982,Bullish,14768.8,14819.458071428571,14743.470964285714,-99.9999999999974,-1900.0
2022-02-04 16:30:00,SHORT_FULL_SL_HIT,514.2735714285715,14576.4,14469.9,106.5,0.34962673302524,0.2070882229163744,Bearish,14459.9,14408.472642857145,14485.613678571428,-99.999999999999,-2000.0
2022-02-07 16:30:00,LONG_TRAIL_SL_HIT,538.2164285714285,14737.2,14683.45,53.75,1.304355684077354,0.0998668883866421,Bearish,14735.7,14843.343285714289,14735.7,100.00000000000055,-1900.0
2022-02-08 16:30:00,LONG_FULL_SL_HIT,528.3985714285715,14575.7,14513.4,62.30000000000109,1.271691973969631,0.1179034224705938,Bearish,14584.3,14637.139857142856,14557.88007142857,-100.00000000000315,-2000.0
2022-02-09 16:30:00,LONG_FULL_SL_HIT,524.6964285714287,14948.15,14901.5,46.64999999999964,1.2562804988252303,0.0889085525644072,Bearish,14955.0,15007.469642857142,14928.765178571428,-100.00000000000256,-2100.0
2022-02-10 16:30:00,LONG_FULL_TP_HIT,498.4907142857143,14803.6,14746.45,57.14999999999964,0.3645373457068204,0.1146460673432797,Bullish,14817.1,14916.798142857142,14817.1,299.9999999999964,-1800.0
2022-02-11 16:30:00,SHORT_FULL_SL_HIT,497.4942857142857,14760.45,14711.2,49.25,1.331849414497242,0.0989961119438557,Bullish,14685.2,14635.450571428571,14710.074714285714,-99.99999999999768,-1900.0
2022-02-14 16:30:00,LONG_FULL_SL_HIT,476.9992857142857,14270.35,14192.35,78.0,0.7637610186092066,0.1635222574457284,Bullish,14275.35,14323.049928571429,14251.500035714284,-100.00000000000313,-2000.0
2022-02-15 16:30:00,LONG_FULL_SL_HIT,461.7578571428572,14516.95,14458.3,58.650000000001455,0.782348695741829,0.1270146226918592,Bullish,14525.3,14571.475785714283,14502.212107142856,-100.0000000000038,-2100.0
2022-02-16 16:30:00,SHORT_TRAIL_SL_HIT,439.0378571428572,14521.8,14476.8,45.0,0.8040900685304037,0.102496855949617,Bearish,14472.55,14384.74242857143,14472.55,99.99999999999794,-2000.0
2022-02-17 16:30:00,LONG_FULL_SL_HIT,419.2392857142856,14489.4,14456.55,32.850000000000364,1.6151361329026304,0.0783562063942353,Bullish,14494.55,14536.473928571428,14473.588035714283,-99.99999999999964,-2100.0
2022-02-18 16:30:00,SHORT_FULL_SL_HIT,410.1714285714285,14224.4,14156.5,67.89999999999964,1.5261828960368866,0.1655405405405396,Bearish,14136.25,14095.232857142855,14156.75857142857,-99.99999999999584,-2200.0
2022-02-21 16:30:00,SHORT_TRAIL_SL_HIT,398.2857142857143,13890.4,13868.7,21.69999999999891,0.8563362609786701,0.0544835007173573,Bullish,13860.5,13780.842857142856,13860.5,100.00000000000168,-2100.0
2022-02-22 16:30:00,LONG_TRAIL_SL_HIT,400.6571428571429,13939.35,13877.1,62.25,1.4768301572425284,0.1553697496969264,Bullish,13939.75,14019.881428571429,13939.75,100.00000000000033,-2000.0
2022-02-23 16:30:00,SHORT_FULL_SL_HIT,406.0428571428573,14032.1,13983.1,49.0,1.3233485419559612,0.1206769165816415,Bullish,13969.6,13928.995714285717,13989.902142857143,-99.9999999999998,-2100.0
2022-02-24 16:30:00,LONG_FULL_SL_HIT,419.28928571428577,13220.35,13065.85,154.5,1.3983074490839766,0.3684806773366496,Bullish,13253.6,13295.52892857143,13232.635535714286,-100.00000000000202,-2200.0
2022-02-25 16:30:00,SHORT_FULL_SL_HIT,454.482142857143,14006.0,13925.0,81.0,1.2440672094231768,0.1782248241719382,Bearish,13899.75,13854.301785714286,13922.474107142858,-100.00000000000364,-2300.0
2022-02-28 16:30:00,SHORT_FULL_SL_HIT,464.4642857142857,14112.45,14039.7,72.75,1.249458452473789,0.1566320645905421,Bullish,14033.45,13987.003571428571,14056.673214285714,-99.99999999999775,-2400.0
2022-03-01 16:30:00,LONG_FULL_SL_HIT,482.0642857142856,14225.95,14159.95,66.0,1.2019712951755144,0.1369112003437597,Bullish,14243.2,14291.406428571428,14219.096785714286,-100.0000000000021,-2500.0
2022-03-02 16:30:00,SHORT_FULL_SL_HIT,489.2535714285714,14091.55,14026.9,64.64999999999964,1.1656579629949853,0.1321400675956807,Bearish,14024.5,13975.574642857144,14048.962678571428,-99.99999999999817,-2600.0
2022-03-03 16:30:00,SHORT_FULL_TP_HIT,485.0892857142857,14355.35,14305.7,49.64999999999964,1.0854575163398692,0.1023522915516281,Bearish,14301.1,14204.082142857142,14301.1,300.00000000000483,-2300.0
2022-03-04 16:30:00,SHORT_TRAIL_SL_HIT,474.2964285714285,13985.85,13942.45,43.39999999999964,0.6078977552023594,0.0915039569889226,Bullish,13926.85,13831.990714285714,13926.85,100.000000000001,-2200.0
2022-03-07 16:30:00,SHORT_FULL_TP_HIT,473.47857142857146,13881.25,13812.25,69.0,0.610394942113474,0.1457299319625266,Bearish,13802.5,13707.804285714286,13802.5,299.99999999999784,-1900.0
2022-03-08 16:30:00,LONG_FULL_SL_HIT,489.35357142857146,13317.25,13238.75,78.5,0.6190006574621959,0.1604157087703165,Bearish,13355.25,13404.185357142856,13330.78232142857,-100.00000000000227,-2000.0
2022-03-09 16:30:00,SHORT_FULL_SL_HIT,509.0178571428573,13622.15,13551.75,70.39999999999964,0.6161931351617671,0.1383055604279943,Bearish,13530.15,13479.248214285712,13555.600892857145,-100.000000000001,-2100.0
2022-03-10 16:30:00,SHORT_FULL_SL_HIT,519.3321428571429,13579.9,13500.9,79.0,0.6429912924705481,0.1521184488319476,Bearish,13501.4,13449.466785714283,13527.366607142856,-99.9999999999973,-2200.0
2022-03-11 16:30:00,SHORT_FULL_TP_HIT,518.6357142857144,13722.5,13665.0,57.5,0.627942090771827,0.1108677987577297,Bearish,13647.25,13543.522857142856,13647.25,300.00000000000296,-1900.0
2022-03-14 16:30:00,SHORT_FULL_SL_HIT,528.5285714285716,13291.7,13224.95,66.75,0.6649968691296181,0.1262940238397707,Bearish,13223.85,13170.997142857144,13250.27642857143,-100.00000000000126,-2000.0
2022-03-15 16:30:00,SHORT_TRAIL_SL_HIT,522.2535714285715,13214.5,13164.6,49.89999999999964,0.711975320183229,0.0955474557378387,Bullish,13147.6,13043.149285714286,13147.6,100.00000000000033,-1900.0
2022-03-16 16:30:00,LONG_FULL_TP_HIT,518.4571428571429,13663.0,13619.1,43.89999999999964,0.7375583203732503,0.0846743083875227,Bullish,13672.4,13776.09142857143,13672.4,300.00000000000455,-1600.0
2022-03-17 16:30:00,LONG_FULL_SL_HIT,493.4892857142858,13894.8,13824.9,69.89999999999964,0.7404674046740467,0.1416444126012281,Bullish,13901.5,13950.848928571428,13876.825535714286,-99.99999999999817,-1700.0
2022-03-18 16:30:00,LONG_FULL_SL_HIT,484.907142857143,14069.55,14001.9,67.64999999999964,0.81765087605451,0.1395112466304292,Bearish,14074.55,14123.040714285711,14050.304642857142,-100.0000000000025,-1800.0
2022-03-21 16:30:00,LONG_TRAIL_SL_HIT,479.04285714285743,14410.75,14364.0,46.75,0.823435358611238,0.0975904333045059,Bullish,14411.5,14507.30857142857,14411.5,99.99999999999828,-1700.0
2022-03-22 16:30:00,LONG_TRAIL_SL_HIT,468.6678571428573,14438.05,14380.85,57.19999999999891,0.9183377627446242,0.1220480541351984,Bullish,14446.85,14540.583571428571,14446.85,100.00000000000138,-1600.0
2022-03-23 16:30:00,SHORT_FULL_SL_HIT,469.9642857142858,14551.9,14497.75,54.14999999999964,1.744209722575719,0.1152215213922022,Bearish,14486.15,14439.153571428573,14509.648214285711,-99.99999999999623,-1700.0
2022-03-24 16:30:00,SHORT_FULL_SL_HIT,456.157142857143,14533.4,14492.25,41.14999999999964,1.7091784989858012,0.0902101406157017,Bearish,14484.9,14439.284285714286,14507.707857142856,-100.00000000000264,-1800.0
2022-03-25 16:30:00,SHORT_FULL_SL_HIT,454.9964285714286,14792.5,14747.35,45.14999999999964,1.6252854224251891,0.0992315481283204,Bearish,14740.75,14695.250357142855,14763.499821428572,-100.00000000000038,-1900.0
2022-03-28 16:30:00,LONG_FULL_TP_HIT,430.1571428571429,14820.4,14756.75,63.64999999999964,1.57811786203746,0.1479691806980829,Bullish,14829.75,14915.78142857143,14829.75,300.0000000000059,-1600.0
2022-03-29 16:30:00,SHORT_FULL_SL_HIT,414.1428571428572,15223.6,15142.7,80.89999999999964,1.5239543726235742,0.19534322180062,Bullish,15131.05,15089.635714285714,15151.757142857145,-100.00000000000298,-1700.0
2022-03-30 16:30:00,SHORT_FULL_SL_HIT,391.6392857142858,15197.7,15170.45,27.25,1.365112191086754,0.0695793322937469,Bullish,15163.7,15124.536071428573,15183.281964285716,-100.00000000000362,-1800.0
2022-03-31 16:30:00,SHORT_TRAIL_SL_HIT,382.00714285714287,15094.65,15034.9,59.75,1.3255260023818978,0.1564106879078551,Bearish,15024.5,14948.09857142857,15024.5,100.00000000000092,-1700.0
