time,open,high,low,close,tick_volume,spread,real_volume
2019-07-30,7992.7,8009.9,7918.4,7977.7,168001,0,0
2019-07-31,7984.3,7991.6,7781.7,7829.3,264801,0,0
2019-08-01,7822.8,8005.2,7767.9,7780.4,432201,0,0
2019-08-02,7787.0,7797.2,7642.0,7699.3,222701,0,0
2019-08-05,7688.1,7699.2,7353.6,7361.3,364401,0,0
2019-08-06,7338.0,7542.7,7218.2,7512.2,474801,0,0
2019-08-07,7509.2,7570.9,7384.9,7544.9,336301,0,0
2019-08-08,7543.0,7732.2,7520.2,7723.4,243601,0,0
2019-08-09,7686.0,7714.5,7588.2,7659.5,226101,0,0
2019-08-12,7652.2,7702.1,7527.9,7564.5,260701,0,0
2019-08-13,7563.3,7779.1,7507.7,7744.5,361601,0,0
2019-08-14,7736.8,7755.3,7467.3,7467.4,306601,0,0
2019-08-15,7461.3,7558.6,7379.1,7498.3,322001,0,0
2019-08-16,7498.2,7623.1,7493.2,7602.1,155901,0,0
2019-08-19,7612.2,7742.1,7612.2,7713.1,158901,0,0
2019-08-20,7711.1,7743.1,7647.2,7650.3,131001,0,0
2019-08-21,7645.9,7757.4,7643.4,7748.9,125001,0,0
2019-08-22,7747.4,7773.4,7646.3,7698.5,205301,0,0
2019-08-23,7705.5,7754.5,7440.5,7482.6,405101,0,0
2019-08-26,7393.5,7618.5,7384.5,7583.2,278301,0,0
2019-08-27,7578.3,7642.8,7532.4,7560.2,202701,0,0
2019-08-28,7578.3,7599.8,7499.0,7573.71,197011,0,0
2019-08-29,7582.4,7724.35,7543.1,7697.61,247291,0,0
2019-08-30,7696.9,7764.45,7640.9,7669.9,220101,0,0
2019-09-02,7618.3,7690.9,7577.85,7607.81,215611,0,0
2019-09-03,7633.2,7672.2,7583.45,7605.9,150201,0,0
2019-09-04,7620.55,7726.25,7605.45,7719.4,142751,0,0
2019-09-05,7719.3,7882.35,7715.35,7845.8,207501,0,0
2019-09-06,7859.1,7891.25,7835.25,7860.6,110501,0,0
2019-09-09,7864.7,7884.4,7795.7,7830.21,142911,0,0
2019-09-10,7838.1,7855.3,7741.95,7813.12,201721,0,0
2019-09-11,7804.05,7896.0,7784.85,7890.3,136051,0,0
2019-09-12,7885.2,7976.1,7883.55,7907.12,163181,0,0
2019-09-13,7927.6,7955.15,7879.05,7884.9,109501,0,0
2019-09-16,7833.35,7872.21,7774.85,7864.88,163181,0,0
2019-09-17,7868.01,7898.01,7827.7,7893.6,115016,0,0
2019-09-18,7893.1,7904.9,7790.8,7898.4,222901,0,0
2019-09-19,7894.05,7951.65,7830.3,7893.38,242031,0,0
2019-09-20,7904.75,7929.8,7791.5,7809.9,181751,0,0
2019-09-23,7863.85,7869.25,7788.77,7847.0,144101,0,0
2019-09-24,7854.45,7883.2,7683.95,7717.0,261051,0,0
2019-09-25,7724.35,7825.55,7647.1,7803.7,277551,0,0
2019-09-26,7801.65,7822.8,7717.3,7767.3,176651,0,0
2019-09-27,7770.05,7804.25,7623.75,7698.3,289251,0,0
2019-09-30,7697.15,7772.4,7691.2,7766.25,93301,0,0
2019-10-01,7763.7,7824.65,7675.05,7692.42,227926,0,0
2019-10-02,7702.9,7713.25,7510.79,7540.25,242261,0,0
2019-10-03,7546.05,7645.01,7460.85,7643.63,270736,0,0
2019-10-04,7634.14,7758.3,7609.64,7750.6,180841,0,0
2019-10-07,7725.3,7782.15,7707.2,7725.39,149816,0,0
2019-10-08,7728.4,7770.8,7600.49,7610.1,222301,0,0
2019-10-09,7603.2,7719.35,7593.89,7692.11,162001,0,0
2019-10-10,7582.15,7786.1,7571.75,7775.47,235386,0,0
2019-10-11,7773.0,7906.11,7755.4,7845.11,229306,0,0
2019-10-14,7872.15,7883.45,7796.35,7848.38,150431,0,0
2019-10-15,7856.9,7961.1,7851.0,7948.25,128841,0,0
2019-10-16,7944.15,7948.6,7897.9,7938.3,95556,0,0
2019-10-17,7933.12,7984.75,7913.0,7942.5,134121,0,0
2019-10-18,7939.75,7948.05,7826.55,7872.9,176151,0,0
2019-10-21,7878.3,7941.9,7876.2,7938.7,71001,0,0
2019-10-22,7939.3,7980.45,7829.6,7836.2,198601,0,0
2019-10-23,7845.7,7910.7,7803.45,7909.0,151201,0,0
2019-10-24,7920.6,7977.2,7906.3,7917.25,138451,0,0
2019-10-25,7921.3,8034.65,7911.95,8028.9,137801,0,0
2019-10-28,8048.85,8121.36,8044.65,8103.25,99021,0,0
2019-10-29,8100.35,8113.6,8045.75,8048.1,83451,0,0
2019-10-30,8051.95,8135.39,8019.26,8110.7,173511,0,0
2019-10-31,8115.7,8133.1,8040.75,8085.88,154881,0,0
2019-11-01,8081.4,8162.9,8080.45,8160.1,86201,0,0
2019-11-04,8162.0,8229.45,8162.0,8213.75,83151,0,0
2019-11-05,8215.0,8243.7,8189.45,8205.88,99381,0,0
2019-11-06,8205.1,8223.6,8156.75,8206.12,132681,0,0
2019-11-07,8205.75,8271.91,8181.7,8224.25,161921,0,0
2019-11-08,8226.5,8257.45,8184.3,8254.25,118551,0,0
2019-11-11,8250.0,8255.4,8201.54,8247.7,105421,0,0
2019-11-12,8242.0,8295.16,8223.4,8266.19,119331,0,0
2019-11-13,8264.88,8277.11,8215.71,8263.38,121301,0,0
2019-11-14,8263.16,8279.48,8211.54,8264.3,134731,0,0
2019-11-15,8260.3,8318.76,8256.69,8318.76,65681,0,0
2019-11-18,8316.9,8358.28,8275.39,8330.71,151961,0,0
2019-11-19,8329.7,8375.59,8309.01,8331.15,131711,0,0
2019-11-20,8325.2,8341.16,8224.66,8282.17,189976,0,0
2019-11-21,8246.75,8301.13,8234.3,8272.38,108026,0,0
2019-11-22,8269.2,8307.53,8228.15,8277.4,150551,0,0
2019-11-25,8300.1,8374.69,8292.99,8371.11,92391,0,0
2019-11-26,8366.6,8416.23,8362.29,8398.79,75681,0,0
2019-11-27,8396.1,8455.1,8393.67,8453.6,65351,0,0
2019-11-28,8452.0,8454.6,8412.25,8440.0,72701,0,0
2019-11-29,8439.12,8448.0,8403.76,8417.88,67241,0,0
2019-12-02,8422.0,8454.76,8274.82,8308.64,246511,0,0
2019-12-03,8310.3,8335.71,8166.84,8254.27,281716,0,0
2019-12-04,8252.0,8317.86,8219.81,8295.5,152601,0,0
2019-12-05,8289.2,8336.99,8270.69,8307.9,113901,0,0
2019-12-06,8303.9,8406.78,8303.9,8402.3,107351,0,0
2019-12-09,8403.5,8425.28,8345.51,8349.74,105771,0,0
2019-12-10,8349.0,8396.46,8295.41,8366.99,184111,0,0
2019-12-11,8360.2,8409.36,8344.31,8407.21,83091,0,0
2019-12-12,8403.12,8495.48,8379.81,8471.08,163376,0,0
2019-12-13,8484.25,8522.59,8435.37,8493.7,164981,0,0
2019-12-16,8500.5,8591.45,8500.5,8580.78,101626,0,0
2019-12-17,8576.5,8599.69,8566.5,8575.69,65571,0,0
2019-12-18,8573.71,8616.84,8570.69,8599.64,66371,0,0
2019-12-19,8599.7,8658.99,8583.94,8656.28,93526,0,0
2019-12-20,8653.5,8699.56,8641.07,8684.89,85581,0,0
2019-12-23,8688.7,8719.26,8684.02,8705.76,53411,0,0
2019-12-24,8705.05,8713.49,8685.05,8703.12,54951,0,0
2019-12-25,8703.88,8703.88,8703.88,8703.88,1,0,0
2019-12-26,8704.0,8783.69,8704.0,8776.88,86501,0,0
2019-12-27,8778.2,8821.86,8749.61,8756.5,122801,0,0
2019-12-30,8766.08,8790.52,8672.21,8712.49,183016,0,0
2019-12-31,8709.6,8752.74,8673.05,8752.69,116291,0,0
2020-01-02,8754.0,8883.8,8749.66,8883.71,138571,0,0
2020-01-03,8876.25,8889.9,8717.99,8794.12,261691,0,0
2020-01-06,8744.75,8857.8,8708.57,8837.49,205711,0,0
2020-01-07,8838.75,8879.58,8811.3,8829.8,127601,0,0
2020-01-08,8822.7,8956.61,8664.1,8931.55,476171,0,0
2020-01-09,8931.8,9006.74,8917.66,8992.88,117081,0,0
2020-01-10,8993.25,9041.21,8952.52,8963.79,147911,0,0
2020-01-13,8967.0,9082.29,8967.0,9073.88,123701,0,0
2020-01-14,9073.9,9101.91,9022.46,9051.11,136111,0,0
2020-01-15,9047.6,9083.09,9010.86,9049.79,142271,0,0
2020-01-16,9048.9,9129.06,9048.62,9126.49,83291,0,0
2020-01-17,9124.9,9179.11,9120.24,9161.98,80666,0,0
2020-01-20,9164.88,9177.99,9151.06,9164.62,53601,0,0
2020-01-21,9164.62,9189.26,9106.29,9165.91,164651,0,0
2020-01-22,9169.88,9244.73,9165.84,9179.16,148491,0,0
2020-01-23,9178.25,9245.49,9143.04,9243.21,139941,0,0
2020-01-24,9241.9,9279.51,9102.44,9129.7,241941,0,0
2020-01-27,9066.88,9066.88,8919.16,8953.7,182261,0,0
2020-01-28,8944.7,9130.15,8944.5,9115.5,200501,0,0
2020-01-29,9113.0,9153.03,9066.64,9100.4,160171,0,0
2020-01-30,9106.75,9234.69,8998.46,9232.19,347021,0,0
2020-01-31,9216.25,9243.43,8961.2,9007.5,355701,0,0
2020-02-03,8971.12,9150.99,8971.12,9101.46,229401,0,0
2020-02-04,9092.0,9365.36,9069.41,9356.99,326911,0,0
2020-02-05,9352.0,9458.56,9313.36,9383.74,258661,0,0
2020-02-06,9381.0,9457.8,9356.86,9457.5,125381,0,0
2020-02-07,9460.0,9461.7,9377.67,9392.84,100891,0,0
2020-02-10,9389.9,9524.74,9324.12,9516.88,274251,0,0
2020-02-11,9513.6,9603.49,9496.06,9526.89,201571,0,0
2020-02-12,9527.8,9622.01,9518.87,9617.51,116561,0,0
2020-02-13,9610.5,9637.96,9504.61,9618.88,258326,0,0
2020-02-14,9616.2,9653.31,9583.61,9625.09,130511,0,0
2020-02-17,9626.9,9682.46,9626.9,9659.25,78771,0,0
2020-02-18,9608.38,9649.44,9529.46,9635.75,212591,0,0
2020-02-19,9632.6,9741.01,9630.88,9726.5,126361,0,0
2020-02-20,9732.3,9755.99,9508.38,9611.12,374046,0,0
2020-02-21,9606.0,9616.71,9405.27,9449.1,265971,0,0
2020-02-24,9342.5,9357.5,9037.14,9091.97,390196,0,0
2020-02-25,9074.38,9219.2,8806.4,8867.38,618601,0,0
2020-02-26,8861.75,9033.71,8706.2,8817.7,610971,0,0
2020-02-27,8812.3,8873.9,8330.0,8345.9,621401,0,0
2020-02-28,8348.5,8569.4,8121.5,8544.4,699901,0,0
2020-03-02,8541.5,8881.56,8224.25,8818.53,1037596,0,0
2020-03-03,8838.5,9000.75,8540.64,8559.12,640841,0,0
2020-03-04,8547.8,8949.85,8511.88,8889.48,534261,0,0
2020-03-05,8885.85,8899.1,8612.16,8674.98,363011,0,0
2020-03-06,8672.3,8726.6,8314.22,8505.6,658061,0,0
2020-03-09,8173.85,8243.98,7823.6,7920.48,587381,0,0
2020-03-10,8019.65,8382.89,7937.17,8361.8,549281,0,0
2020-03-11,8244.63,8264.38,7897.68,8009.58,498351,0,0
2020-03-12,8090.38,8094.03,7135.14,7161.74,989136,0,0
2020-03-13,7193.1,7980.48,6945.98,7830.98,1431111,0,0
2020-03-16,7561.72,7562.22,6925.58,7041.32,752881,0,0
2020-03-17,7090.82,7554.32,6950.45,7364.95,933611,0,0
2020-03-18,7300.58,7342.2,6826.95,7256.32,986241,0,0
2020-03-19,7338.08,7520.08,6891.32,7203.58,1123021,0,0
2020-03-20,7162.2,7648.7,6902.08,6923.95,1254991,0,0
2020-03-23,6780.32,7323.82,6632.32,6984.52,1178801,0,0
2020-03-24,7028.02,7581.4,7028.02,7564.65,570131,0,0
2020-03-25,7561.02,7775.9,7382.52,7493.78,719521,0,0
2020-03-26,7508.78,7912.28,7326.28,7883.9,796881,0,0
2020-03-27,7906.9,7911.02,7570.28,7584.65,359231,0,0
2020-03-30,7561.52,7901.02,7429.28,7870.52,634481,0,0
2020-03-31,7871.52,8014.78,7765.52,7797.02,424021,0,0
2020-04-01,7790.65,7790.65,7423.78,7482.15,425241,0,0
2020-04-02,7488.9,7673.65,7394.9,7640.02,406381,0,0
2020-04-03,7641.4,7677.15,7440.28,7533.78,366121,0,0
2020-04-06,7557.02,8109.65,7557.02,8046.9,615381,0,0
2020-04-07,8040.4,8314.02,7958.52,8010.4,681001,0,0
2020-04-08,8022.4,8252.65,7964.4,8211.9,387001,0,0
2020-04-09,8199.78,8337.15,8114.4,8251.78,393501,0,0
2020-04-13,8315.78,8351.28,8083.4,8351.28,500261,0,0
2020-04-14,8352.15,8715.65,8332.4,8715.65,403001,0,0
2020-04-15,8713.52,8716.4,8498.9,8588.15,309631,0,0
2020-04-16,8587.78,8854.15,8512.78,8850.02,420501,0,0
2020-04-17,8943.65,8978.52,8702.15,8821.4,430491,0,0
2020-04-20,8808.02,8857.9,8699.15,8726.02,235501,0,0
2020-04-21,8714.65,8774.65,8356.02,8449.02,571631,0,0
2020-04-22,8463.9,8710.9,8413.65,8645.02,413381,0,0
2020-04-23,8647.28,8797.9,8593.52,8611.78,373261,0,0
2020-04-24,8591.15,8792.4,8509.28,8781.02,376371,0,0
2020-04-27,8825.9,8909.52,8742.4,8829.28,330861,0,0
2020-04-28,8830.9,8957.52,8666.15,8710.4,462241,0,0
2020-04-29,8780.52,9129.4,8745.28,9129.02,419741,0,0
2020-04-30,9112.78,9155.52,8868.78,8881.4,342101,0,0
2020-05-01,8853.52,8891.15,8683.15,8714.15,276631,0,0
2020-05-04,8623.52,8837.65,8567.52,8819.4,344381,0,0
2020-05-05,8818.15,9032.52,8809.15,8945.52,319371,0,0
2020-05-06,8939.65,9067.78,8889.28,8956.9,339751,0,0
2020-05-07,8958.9,9137.52,8940.9,9129.15,222991,0,0
2020-05-08,9121.15,9247.02,9112.78,9230.02,159611,0,0
2020-05-11,9204.02,9347.15,9127.15,9288.4,355621,0,0
2020-05-12,9290.15,9353.52,9049.65,9052.65,370241,0,0
2020-05-13,9054.02,9210.52,8886.52,9020.4,614381,0,0
2020-05-14,9023.02,9111.9,8855.52,9096.78,439001,0,0
2020-05-15,9091.52,9157.4,8933.28,9127.78,411981,0,0
2020-05-18,9122.9,9369.28,9120.02,9324.52,296901,0,0
2020-05-19,9327.28,9423.9,9291.02,9304.02,242501,0,0
2020-05-20,9290.4,9499.78,9277.28,9496.28,239121,0,0
2020-05-21,9501.15,9512.9,9356.52,9362.52,174131,0,0
2020-05-22,9361.9,9425.78,9246.15,9424.65,296511,0,0
2020-05-25,9397.4,9540.15,9394.65,9534.52,153881,0,0
2020-05-26,9533.02,9607.65,9377.02,9413.02,341261,0,0
2020-05-27,9412.15,9511.78,9179.02,9445.52,632151,0,0
2020-05-28,9436.9,9570.35,9325.52,9463.85,462711,0,0
2020-05-29,9458.6,9595.25,9377.0,9591.75,303351,0,0
2020-06-01,9493.45,9610.35,9455.2,9598.35,205401,0,0
2020-06-02,9594.45,9674.75,9509.7,9662.85,261701,0,0
2020-06-03,9661.75,9732.15,9639.65,9694.15,152601,0,0
2020-06-04,9690.0,9745.05,9575.15,9646.65,296451,0,0
2020-06-05,9643.75,9848.65,9605.65,9810.15,319601,0,0
2020-06-08,9821.6,9903.65,9750.0,9886.5,242401,0,0
2020-06-09,9885.35,10007.75,9814.5,9964.25,307601,0,0
2020-06-10,9966.6,10158.05,9961.25,10089.9,270301,0,0
2020-06-11,10087.45,10107.85,9585.85,9621.85,578401,0,0
2020-06-12,9611.9,9850.3,9495.35,9647.25,674551,0,0
2020-06-15,9537.2,9815.6,9381.7,9812.6,592401,0,0
2020-06-16,9811.2,10014.5,9799.2,9972.2,269601,0,0
2020-06-17,9966.55,10060.7,9928.95,9999.7,230351,0,0
2020-06-18,9989.8,10042.2,9879.95,10000.95,313351,0,0
2020-06-19,9996.35,10124.6,9928.2,9938.25,334701,0,0
2020-06-22,9878.55,10146.05,9855.95,10133.7,325051,0,0
2020-06-23,10134.4,10308.3,9985.05,10189.55,591351,0,0
2020-06-24,10194.4,10254.05,9940.2,10027.85,461151,0,0
2020-06-25,10020.3,10119.7,9898.45,10109.45,353351,0,0
2020-06-26,10102.15,10132.95,9836.95,9857.45,347301,0,0
2020-06-29,9794.35,10009.5,9741.6,9998.5,331651,0,0
2020-06-30,9991.3,10183.35,9952.2,10151.45,302151,0,0
2020-07-01,10149.8,10320.7,10088.2,10267.7,347101,0,0
2020-07-02,10266.85,10431.35,10257.75,10360.5,253551,0,0
2020-07-03,10358.15,10400.8,10320.3,10336.25,139101,0,0
2020-07-06,10359.75,10625.4,10352.5,10609.4,296151,0,0
2020-07-07,10613.05,10705.2,10516.7,10537.45,301401,0,0
2020-07-08,10536.2,10683.85,10516.2,10682.6,188901,0,0
2020-07-09,10692.85,10784.0,10571.0,10734.5,384351,0,0
2020-07-10,10736.9,10884.51,10636.65,10853.5,379121,0,0
2020-07-13,10859.7,11069.75,10573.55,10610.15,742851,0,0
2020-07-14,10614.8,10703.7,10370.2,10655.2,626601,0,0
2020-07-15,10723.7,10776.9,10562.0,10699.15,405251,0,0
2020-07-16,10701.1,10708.75,10486.55,10544.7,288001,0,0
2020-07-17,10549.2,10680.0,10534.85,10633.85,205651,0,0
2020-07-20,10630.25,10973.65,10557.15,10958.4,504851,0,0
2020-07-21,10959.75,11068.9,10796.25,10856.6,442151,0,0
2020-07-22,10852.9,10927.2,10772.6,10856.65,305451,0,0
2020-07-23,10860.1,10949.5,10525.75,10575.75,563151,0,0
2020-07-24,10579.4,10608.8,10313.8,10471.95,482551,0,0
2020-07-27,10492.3,10695.2,10412.95,10693.7,363101,0,0
2020-07-28,10692.3,10769.7,10525.45,10559.2,355401,0,0
2020-07-29,10571.9,10711.05,10524.3,10710.3,235101,0,0
2020-07-30,10708.5,10905.9,10513.5,10902.15,591151,0,0
2020-07-31,10917.3,10949.45,10701.8,10925.95,486651,0,0
2020-08-03,10941.35,11083.75,10887.25,11063.5,270851,0,0
2020-08-04,11062.6,11106.4,10994.9,11089.9,195701,0,0
2020-08-05,11088.15,11155.95,11068.05,11107.8,156151,0,0
2020-08-06,11102.25,11281.9,11061.4,11268.65,274601,0,0
2020-08-07,11267.45,11290.35,11043.25,11139.5,366251,0,0
2020-08-10,11148.35,11154.25,10936.35,11087.5,374951,0,0
2020-08-11,11075.45,11166.05,10853.65,10918.9,468251,0,0
2020-08-12,10947.1,11193.3,10887.25,11125.95,433251,0,0
2020-08-13,11122.65,11274.3,11102.8,11190.05,275601,0,0
2020-08-14,11188.9,11245.05,11103.55,11154.3,248401,0,0
2020-08-17,11155.7,11308.7,11155.7,11295.45,166251,0,0
2020-08-18,11291.75,11422.85,11275.05,11421.6,165751,0,0
2020-08-19,11417.2,11443.65,11303.8,11325.55,188051,0,0
2020-08-20,11319.7,11501.45,11226.05,11485.15,385351,0,0
2020-08-21,11486.55,11578.2,11411.95,11567.7,251351,0,0
2020-08-24,11591.15,11727.4,11534.0,11639.35,338601,0,0
2020-08-25,11641.7,11747.6,11580.75,11741.6,233801,0,0
2020-08-26,11741.2,12006.85,11732.1,11990.6,300101,0,0
2020-08-27,11985.6,12050.75,11839.5,11952.0,388901,0,0
2020-08-28,11955.5,12022.4,11925.15,12006.9,143101,0,0
2020-08-31,12011.5,12169.4,11993.4,12109.9,253601,0,0
2020-09-01,12113.05,12333.2,12097.7,12332.7,251351,0,0
2020-09-02,12325.35,12469.0,12176.55,12412.05,498201,0,0
2020-09-03,12412.1,12440.75,11661.65,11804.25,950351,0,0
2020-09-04,11729.7,11845.85,11145.2,11540.6,1212201,0,0
2020-09-07,11544.95,11549.35,11310.85,11500.8,432851,0,0
2020-09-08,11510.2,11587.6,11043.7,11047.35,624951,0,0
2020-09-09,11043.55,11481.5,10938.95,11373.35,755301,0,0
2020-09-10,11381.9,11569.05,11092.45,11181.05,752351,0,0
2020-09-11,11194.9,11359.8,10940.9,11075.8,718701,0,0
2020-09-14,11118.1,11366.65,11085.95,11277.0,402501,0,0
2020-09-15,11288.35,11498.4,11250.25,11465.25,319401,0,0
2020-09-16,11469.85,11551.9,11240.5,11267.0,419951,0,0
2020-09-17,11275.3,11305.45,10921.45,11081.95,574651,0,0
2020-09-18,11071.75,11176.9,10757.9,10953.65,719901,0,0
2020-09-21,10936.0,11025.85,10672.4,10997.6,645301,0,0
2020-09-22,10983.5,11208.15,10914.4,11169.9,401101,0,0
2020-09-23,11179.25,11238.9,10802.65,10835.65,528901,0,0
2020-09-24,10817.6,11028.0,10678.5,10924.75,591851,0,0
2020-09-25,10936.9,11182.05,10829.4,11150.3,491901,0,0
2020-09-28,11164.7,11419.6,11156.6,11410.35,280351,0,0
2020-09-29,11399.1,11464.0,11304.5,11335.25,255151,0,0
2020-09-30,11328.2,11541.7,11182.85,11372.85,673051,0,0
2020-10-01,11397.05,11614.1,11395.05,11586.45,248701,0,0
2020-10-02,11586.0,11619.65,11220.4,11267.15,479651,0,0
2020-10-05,11329.6,11511.1,11283.5,11484.5,300301,0,0
2020-10-06,11483.9,11539.3,11211.8,11220.9,392001,0,0
2020-10-07,11237.0,11521.65,11222.0,11490.65,345651,0,0
2020-10-08,11489.1,11593.9,11485.1,11574.5,132201,0,0
2020-10-09,11580.85,11754.35,11567.6,11740.25,214101,0,0
2020-10-12,11712.2,12212.6,11708.6,12105.6,614601,0,0
2020-10-13,12118.75,12263.9,12035.8,12097.4,434851,0,0
2020-10-14,12094.3,12193.7,11918.45,11960.2,416401,0,0
2020-10-15,11969.75,11998.65,11753.4,11900.15,420901,0,0
2020-10-16,11910.6,12038.5,11809.25,11812.0,359901,0,0
2020-10-19,11835.8,11967.45,11608.95,11709.7,590901,0,0
2020-10-20,11719.8,11808.1,11614.85,11666.65,333351,0,0
2020-10-21,11698.0,11794.0,11600.0,11702.65,383351,0,0
2020-10-22,11692.15,11738.95,11526.3,11672.3,405451,0,0
2020-10-23,11687.65,11706.7,11566.45,11683.8,276651,0,0
2020-10-26,11631.95,11710.1,11358.1,11511.35,583401,0,0
2020-10-27,11512.15,11637.8,11492.3,11568.65,234501,0,0
2020-10-28,11567.25,11581.65,11137.55,11190.8,511751,0,0
2020-10-29,11195.95,11471.5,11157.7,11258.85,564701,0,0
2020-10-30,11227.0,11295.4,10960.2,11102.3,545701,0,0
2020-11-02,11040.35,11227.0,10957.75,11089.5,489351,0,0
2020-11-03,11085.3,11360.45,11081.7,11260.7,382101,0,0
2020-11-04,11279.75,11857.9,11244.15,11828.65,678601,0,0
2020-11-05,11834.25,12130.9,11784.15,12104.15,423601,0,0
2020-11-06,12092.1,12118.95,11879.75,12104.7,465801,0,0
2020-11-09,12171.1,12418.25,11820.5,11854.15,878551,0,0
2020-11-10,11870.45,11908.6,11513.35,11631.95,552001,0,0
2020-11-11,11639.4,11927.7,11584.05,11904.2,422501,0,0
2020-11-12,11907.55,11985.45,11786.05,11872.95,364201,0,0
2020-11-13,11866.9,11961.55,11810.95,11953.55,214551,0,0
2020-11-16,11968.25,12073.4,11861.25,12050.15,342401,0,0
2020-11-17,12089.25,12105.5,11963.65,11978.15,172601,0,0
2020-11-18,11981.8,12033.95,11869.7,11880.95,227651,0,0
2020-11-19,11884.05,12008.2,11813.2,11973.2,300851,0,0
2020-11-20,11961.05,12029.45,11890.13,11917.2,234791,0,0
2020-11-23,11907.7,12010.6,11816.35,11925.6,370601,0,0
2020-11-24,11925.2,12113.25,11881.6,12110.6,277901,0,0
2020-11-25,12108.9,12186.55,12087.3,12177.3,130101,0,0
2020-11-26,12184.15,12231.8,12136.05,12162.8,170151,0,0
2020-11-27,12171.8,12316.45,12145.95,12280.35,232451,0,0
2020-11-30,12300.4,12344.8,12095.55,12327.3,471601,0,0
2020-12-01,12338.9,12516.3,12316.05,12463.3,276101,0,0
2020-12-02,12463.45,12476.6,12317.85,12467.6,313351,0,0
2020-12-03,12478.0,12543.3,12447.3,12491.4,178601,0,0
2020-12-04,12492.75,12538.65,12477.65,12511.9,115042,0,0
2020-12-07,12529.1,12615.0,12478.25,12574.5,162240,0,0
2020-12-08,12575.6,12655.45,12506.1,12650.7,150788,0,0
2020-12-09,12665.0,12678.4,12310.75,12355.5,234827,0,0
2020-12-10,12349.05,12453.35,12222.95,12393.45,250479,0,0
2020-12-11,12394.9,12418.55,12238.15,12374.8,242074,0,0
2020-12-14,12421.4,12558.05,12397.05,12481.05,189862,0,0
2020-12-15,12482.3,12617.45,12431.95,12607.45,192566,0,0
2020-12-16,12612.3,12713.95,12581.2,12686.7,159845,0,0
2020-12-17,12688.3,12775.05,12680.7,12762.3,145427,0,0
2020-12-18,12753.85,12796.95,12618.6,12757.85,190235,0,0
2020-12-21,12772.2,12790.2,12470.75,12702.1,320462,0,0
2020-12-22,12719.85,12772.0,12606.9,12719.25,255064,0,0
2020-12-23,12716.7,12751.85,12637.1,12669.85,189767,0,0
2020-12-24,12674.4,12736.95,12644.55,12715.55,98757,0,0
2020-12-28,12679.1,12868.75,12678.35,12855.25,148260,0,0
2020-12-29,12857.6,12930.35,12821.75,12872.0,171751,0,0
2020-12-30,12871.7,12923.15,12834.4,12855.4,155289,0,0
2020-12-31,12856.5,12909.15,12810.15,12899.4,121627,0,0
2021-01-04,12911.1,12973.0,12535.75,12701.75,278601,0,0
2021-01-05,12698.85,12821.2,12624.25,12816.95,240276,0,0
2021-01-06,12816.0,12856.65,12503.15,12672.35,385766,0,0
2021-01-07,12671.85,12970.85,12660.5,12939.85,230864,0,0
2021-01-08,12944.1,13138.85,12933.0,13137.1,249305,0,0
2021-01-11,13102.3,13119.2,12886.2,12918.95,259727,0,0
2021-01-12,12929.65,12972.8,12782.7,12897.3,228830,0,0
2021-01-13,12898.9,13016.45,12834.15,12989.25,203228,0,0
2021-01-14,12990.7,13042.1,12893.2,12911.85,201261,0,0
2021-01-15,12923.8,12943.95,12757.45,12774.95,264224,0,0
2021-01-18,12790.25,12829.9,12740.4,12824.4,85350,0,0
2021-01-19,12826.1,13047.4,12824.85,13046.65,141047,0,0
2021-01-20,13046.0,13343.0,13034.9,13306.0,184271,0,0
2021-01-21,13306.6,13439.85,13299.5,13413.7,188128,0,0
2021-01-22,13412.65,13417.05,13316.85,13369.7,192815,0,0
2021-01-25,13388.5,13571.05,13206.4,13479.7,251075,0,0
2021-01-26,13471.15,13615.05,13397.05,13567.55,225533,0,0
2021-01-27,13567.6,13602.25,12897.1,13074.95,346262,0,0
2021-01-28,13046.9,13407.8,12921.05,13167.05,384707,0,0
2021-01-29,13171.95,13199.6,12845.35,12883.85,449561,0,0
2021-02-01,12862.05,13285.75,12741.7,13251.1,322998,0,0
2021-02-02,13254.7,13524.75,13248.35,13515.1,238507,0,0
2021-02-03,13524.6,13600.25,13404.0,13430.5,233644,0,0
2021-02-04,13451.8,13582.7,13359.95,13573.45,199615,0,0
2021-02-05,13569.85,13648.35,13529.6,13615.1,183482,0,0
2021-02-08,13637.2,13702.0,13606.95,13696.85,182147,0,0
2021-02-09,13694.05,13744.45,13643.45,13707.7,149789,0,0
2021-02-10,13705.6,13781.15,13528.1,13671.25,221607,0,0
2021-02-11,13675.6,13753.5,13623.5,13719.75,193881,0,0
2021-02-12,13716.85,13829.75,13656.0,13829.25,151427,0,0
2021-02-15,13852.95,13888.35,13829.35,13881.85,41079,0,0
2021-02-16,13879.45,13910.35,13726.35,13767.35,189206,0,0
2021-02-17,13763.6,13791.5,13550.15,13705.3,235261,0,0
2021-02-18,13708.15,13728.8,13475.3,13640.3,240568,0,0
2021-02-19,13639.4,13734.55,13541.25,13579.5,234440,0,0
2021-02-22,13606.1,13634.5,13221.6,13225.35,294003,0,0
2021-02-23,13233.8,13341.7,12764.65,13160.15,384500,0,0
2021-02-24,13181.05,13338.95,12965.55,13326.35,370067,0,0
2021-02-25,13305.05,13360.2,12770.85,12789.7,421050,0,0
2021-02-26,12796.2,13095.95,12670.1,12905.8,522495,0,0
